show_id;type;title;country;date_added;Description
s197;Movie;A Little Chaos;United Kingdom;April 17, 2019;Dramas, Independent Movies, International Movies A willful young woman is hired to design a garden at Versailles for Louis XIV. Soon, she's ensnared in political and romantic complications.
s198;TV Show;A Little Help with Carol Burnett;United States;May 4, 2018;Stand-Up Comedy & Talk Shows, TV Comedies Comedy icon Carol Burnett returns to TV with a panel of clever kids, who help adults and celebrity guests solve their problems with brutal honesty.
s199;TV Show;A Little Thing Called First Love;China;October 26, 2019;International TV Shows, Romantic TV Shows, Teen TV Shows A shy college student with a knack for drawing develops a crush on a musically gifted classmate and embarks on a journey of self-discovery.
s200;TV Show;A Love So Beautiful;South Korea;December 28, 2020;International TV Shows, Romantic TV Shows, TV Comedies Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood.
s201;Movie;A Love Song for Latasha;United States;September 21, 2020;Documentaries The killing of Latasha Harlins became a flashpoint for the 1992 LA uprising. This documentary evocatively explores the 15-year-old's life and dreams.
s202;Movie;A Love Story;Philippines;March 14, 2019;Dramas, International Movies, Romantic Movies Self-made millionaire Ian thinks he's found happiness when he marries caring Joanna, but his love is put to the test when he meets stewardess Karyn.
s203;TV Show;A Man Called God;South Korea;March 12, 2019;Crime TV Shows, International TV Shows, Korean TV Shows Raised in America, government agent Choi Kang-Ta returns to Korea with the skills of an assassin and a thirst for revenge on his fatherâ€™s killers.
s204;Movie;A Mighty Team;France;October 15, 2016;Comedies, International Movies, Sports Movies When a fit of anger leads to a serious injury, a sidelined soccer star returns to his hometown and reluctantly agrees to train the local youth.
s205;Movie;A Mission in an Old Movie;;April 25, 2019;Comedies, International Movies A young man struggles with his overbearing mother while looking for romance and a way to kick-start his show business career.
s206;Movie;A Monster Calls;United Kingdom, Spain, United States;January 16, 2021;Dramas, Sci-Fi & Fantasy Overwhelmed by his motherâ€™s illness, a young boy begins to understand human complexity through the fantastic tales of a consoling tree monster.
s207;Movie;A Most Violent Year;United Arab Emirates, United States;July 22, 2018;Dramas, Thrillers Abel Morales tries to avoid corruption's easy path as he pursues the American Dream amid an increasingly violent business war in 1981 New York City.
s208;Movie;A Murder in the Park;United States;April 28, 2017;Documentaries This documentary excoriates a noted anti-death-penalty activist and his team, whose questionable methods got a convicted killer freed in 1999.
s209;Movie;A new Capitalism;Brazil;June 12, 2018;Documentaries, International Movies Entrepreneurs worldwide explore alternatives to current capitalist structures, advocating for profitable businesses that also tackle social inequality.
s210;Movie;A New York Christmas Wedding;United States;November 5, 2020;Dramas, LGBTQ Movies, Romantic Movies As her wedding nears, a bride-to-be is visited by an angel who reveals what could have been if she'd followed feelings for her childhood best friend.
s211;Movie;A Night at the Roxbury;United States;December 1, 2019;"Comedies, Cult Movies After a run-in with Richard Grieco, dimwits Doug and Steve gain entry to a swanky nightclub in this comedy based on a ""Saturday Night Live"" sketch."
s212;Movie;A Noble Intention;Netherlands;September 1, 2016;Dramas, International Movies In 1888 Amsterdam, a headstrong violin maker finds himself immersed in peril and tragedy after challenging businessmen who threaten his community.
s213;Movie;A Patch of Fog;United Kingdom;April 15, 2017;Dramas, Thrillers When a guard catches a writer-television host shoplifting, instead of turning him in, he only asks to be a friend, then begins to rule his life.
s214;TV Show;A Perfect Crime;Germany;September 25, 2020;Crime TV Shows, Docuseries, International TV Shows This docuseries investigates the 1991 killing of politician Detlev Rohwedder, an unsolved mystery at the heart of Germany's tumultuous reunification.
s215;Movie;A Perfect Ending;United States;January 1, 2019;Dramas, Independent Movies, LGBTQ Movies After confessing an unusual secret, a repressed wife â€“ prompted by her friends â€“ decides to explore her sexuality with a high-priced call girl.
s216;Movie;A Perfect Man;United States;June 6, 2019;Dramas, Independent Movies, Romantic Movies Nina thinks her husband, James, is cheating on her, and she sets out to prove it by calling him and pretending to be another woman.
s217;Movie;A Plastic Ocean;United Kingdom, Hong Kong;October 4, 2019;Documentaries When he discovers the world's oceans brimming with plastic waste, a documentary filmmaker investigates the pollution's environmental impacts.
s218;Movie;A Princess for Christmas;United States;August 28, 2020;Children & Family Movies, Dramas, Romantic Movies At the invitation of a relative, young Jules Daly travels with her niece and nephew to a castle in Europe, where Jules falls for a dashing prince.
s219;TV Show;A Queen Is Born;Brazil;November 11, 2020;International TV Shows, Reality TV Gloria Groove and Alexia Twister make drag dreams come true as they help six artists find the confidence to own the stage in this makeover show.
s220;Movie;A Remarkable Tale;Spain;November 1, 2019;Comedies, International Movies The residents of an isolated town look to revive their home's identity when a group of foreigners unexpectedly arrive, bringing culture shock with them.
s221;Movie;A Russell Peters Christmas;Canada;November 1, 2013;"Stand-Up Comedy Inspired by the variety shows of the 1970s, ""A Russell Peters Christmas"" is a sweet, silly, sentimental and, most of all, funny Christmas special."
s222;Movie;A Scandall;India;October 15, 2017;International Movies, Thrillers A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter.
s223;Movie;A Second Chance;Philippines;February 27, 2019;Dramas, International Movies, Romantic Movies Following their storybook wedding, Popoy and Basha find married life â€“ and starting a business together â€“ more challenging than they ever imagined.
s224;Movie;A Secret Love;United States;April 29, 2020;Documentaries, LGBTQ Movies Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.
s225;Movie;A Separation;Iran, France;March 16, 2019;Dramas, International Movies Amid an impasse in his marriage, a father in Tehran is beset by a bitter feud involving the family of a pious caretaker he hired for his aging dad.
s226;TV Show;A Series of Unfortunate Events;United States;January 1, 2019;Kids' TV, TV Action & Adventure, TV Comedies The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets.
s227;Movie;A Serious Man;United States, United Kingdom, France;January 16, 2018;Comedies, Independent Movies With every aspect of his life unraveling, a Jewish physics professor seeks out three rabbis for spiritual guidance.
s228;Movie;A Shaun the Sheep Movie: Farmageddon;United Kingdom, France, Belgium, United States, China;February 14, 2020;Children & Family Movies, Comedies Shaun and the flock race to help an adorable alien find her way home after her ship crash-lands near Mossy Bottom Farm and sparks a UFO frenzy.
s229;Movie;A Silent Voice;Japan;June 5, 2019;Anime Features, International Movies A former class bully reaches out to the deaf girl he'd tormented in grade school. He feels unworthy of redemption but tries to make things right.
s230;Movie;A Single Man;United States;November 11, 2019;Dramas, Independent Movies, LGBTQ Movies This stream-of-consciousness drama centers on a day in the life of a gay college professor who's reeling from his longtime lover's recent death.
s231;Movie;A Sort of Family;Argentina, Brazil, France, Poland, Germany, Denmark;April 1, 2018;Dramas, International Movies, Thrillers An Argentine doctor faces legal and ethical challenges when she travels to the countryside to pick up the infant she has been waiting to adopt.
s232;Movie;A Sort of Homecoming;United States;August 1, 2017;Dramas, Independent Movies Ace news producer Amy is called back to her Louisiana hometown where memories of what used to be â€“ and what might have been â€“ come flooding back.
s233;Movie;A Stoning in Fulham County;United States;October 1, 2011;Dramas After reckless teens kill an Amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community.
